# Amod fmod z Delta_Amod Delta_fmod
8.000000000000003393e-11 2.069138081114789946e-09 1.053368421052631509e+00 2.329772207893633572e-08 4.966028708157829057e-07
8.000000000000003393e-11 2.069138081114789946e-09 1.263842105263157656e+00 1.063882300833131019e-08 4.387964693002345748e-07
8.000000000000003393e-11 2.069138081114789946e-09 1.474315789473684024e+00 1.600330036421245852e-08 5.772082570571638667e-07
8.000000000000003393e-11 2.069138081114789946e-09 1.684789473684210392e+00 5.336107054909177454e-08 1.101657645045945357e-06
8.000000000000003393e-11 2.069138081114789946e-09 1.895263157894736761e+00 2.650449090906368228e-08 8.851057729988543699e-07
8.000000000000003393e-11 2.069138081114789946e-09 2.105736842105263129e+00 2.767629825321812541e-08 1.019368193380579167e-06
8.000000000000003393e-11 2.069138081114789946e-09 2.316210526315789497e+00 3.174810435349366364e-08 1.186650990147334492e-06
8.000000000000003393e-11 2.069138081114789946e-09 2.526684210526315422e+00 3.193961608294410339e-08 1.337428493481218282e-06
8.000000000000003393e-11 2.069138081114789946e-09 2.737157894736841790e+00 3.901987511170440009e-08 1.542307487474793930e-06
8.000000000000003393e-11 2.069138081114789946e-09 2.947631578947368158e+00 3.935543403719447740e-08 1.714990956824492454e-06
8.000000000000003393e-11 2.069138081114789946e-09 3.158105263157894527e+00 4.587880353511082457e-08 1.932577195291549482e-06
8.000000000000003393e-11 2.069138081114789946e-09 3.368578947368420895e+00 4.645506940957586003e-08 2.128393543087916306e-06
8.000000000000003393e-11 2.069138081114789946e-09 3.579052631578947263e+00 5.785131363070235730e-08 2.388266395799861930e-06
8.000000000000003393e-11 2.069138081114789946e-09 3.789526315789473632e+00 1.950930801369877908e-07 4.066779012787006541e-06
8.000000000000003393e-11 2.069138081114789946e-09 4.000000000000000000e+00 1.083002444230642990e-07 3.194330179436709387e-06
8.000000000000003393e-11 3.792690190732253654e-09 1.000000000000000021e-03 2.073935178041066502e-12 8.697307938159554002e-11
8.000000000000003393e-11 3.792690190732253654e-09 2.114736842105263137e-01 4.688634330123159774e-10 2.959634806157185482e-08
8.000000000000003393e-11 3.792690190732253654e-09 4.219473684210526265e-01 1.482885673506820398e-09 4.888361644201353530e-08
8.000000000000003393e-11 3.792690190732253654e-09 6.324210526315788838e-01 2.671545680085660064e-09 8.099259630432146092e-08
8.000000000000003393e-11 3.792690190732253654e-09 8.428947368421052522e-01 4.011632360966663011e-09 1.309669550085574477e-07
8.000000000000003393e-11 3.792690190732253654e-09 1.053368421052631509e+00 5.024332752827528541e-09 2.323776609821262871e-07
8.000000000000003393e-11 3.792690190732253654e-09 1.263842105263157656e+00 5.027248520797902150e-09 3.944191482062812031e-07
8.000000000000003393e-11 3.792690190732253654e-09 1.474315789473684024e+00 8.555705220042016459e-09 3.910625193757974843e-07
8.000000000000003393e-11 3.792690190732253654e-09 1.684789473684210392e+00 8.632267608653932209e-09 5.934683462454511579e-07
8.000000000000003393e-11 3.792690190732253654e-09 1.895263157894736761e+00 1.410979952559775677e-08 4.851847655402083194e-07
8.000000000000003393e-11 3.792690190732253654e-09 2.105736842105263129e+00 1.701090653298118084e-08 5.515501261461305139e-07
8.000000000000003393e-11 3.792690190732253654e-09 2.316210526315789497e+00 1.928561547396224654e-08 6.975814209074540768e-07
8.000000000000003393e-11 3.792690190732253654e-09 2.526684210526315422e+00 2.317404447923683907e-08 7.200540061357126963e-07
8.000000000000003393e-11 3.792690190732253654e-09 2.737157894736841790e+00 2.657994624820682862e-08 8.073936359763612029e-07
8.000000000000003393e-11 3.792690190732253654e-09 2.947631578947368158e+00 3.012786326373069899e-08 9.037840386140088305e-07
8.000000000000003393e-11 3.792690190732253654e-09 3.158105263157894527e+00 3.243152145576717204e-08 1.142652921270480794e-06
8.000000000000003393e-11 3.792690190732253654e-09 3.368578947368420895e+00 3.092852962806598091e-08 1.637828802341140287e-06
8.000000000000003393e-11 3.792690190732253654e-09 3.579052631578947263e+00 4.015498808310263478e-08 1.389164623745394997e-06
8.000000000000003393e-11 3.792690190732253654e-09 3.789526315789473632e+00 4.551040202317263535e-08 1.402247202194455486e-06
8.000000000000003393e-11 3.792690190732253654e-09 4.000000000000000000e+00 3.920469847145651584e-08 2.292461995856353657e-06
8.000000000000003393e-11 6.951927961775591174e-09 1.000000000000000021e-03 2.041818582034076007e-12 1.116946824429050370e-10
8.000000000000003393e-11 6.951927961775591174e-09 2.114736842105263137e-01 5.496480234313093027e-10 3.104770598320384627e-08
8.000000000000003393e-11 6.951927961775591174e-09 4.219473684210526265e-01 1.314272987688326457e-09 7.802668936179392188e-08
8.000000000000003393e-11 6.951927961775591174e-09 6.324210526315788838e-01 2.302367337141309217e-09 1.396937105872543615e-07
8.000000000000003393e-11 6.951927961775591174e-09 8.428947368421052522e-01 3.062232949737129230e-09 2.492264393820906486e-07
8.000000000000003393e-11 6.951927961775591174e-09 1.053368421052631509e+00 5.235378786437439349e-09 2.790022019594249421e-07
8.000000000000003393e-11 6.951927961775591174e-09 1.263842105263157656e+00 5.680942383130693209e-09 4.700302160049376431e-07
8.000000000000003393e-11 6.951927961775591174e-09 1.474315789473684024e+00 9.118750317987620064e-09 4.550860912606978305e-07
8.000000000000003393e-11 6.951927961775591174e-09 1.684789473684210392e+00 1.072014521325427164e-08 6.105688519928535949e-07
8.000000000000003393e-11 6.951927961775591174e-09 1.895263157894736761e+00 1.354000882477580335e-08 6.928928549280713248e-07
8.000000000000003393e-11 6.951927961775591174e-09 2.105736842105263129e+00 1.555039808881742781e-08 8.660462362633298980e-07
8.000000000000003393e-11 6.951927961775591174e-09 2.316210526315789497e+00 1.764601613937184980e-08 1.056284777115977972e-06
8.000000000000003393e-11 6.951927961775591174e-09 2.526684210526315422e+00 1.124077129355331273e-08 1.789410608210752930e-06
8.000000000000003393e-11 6.951927961775591174e-09 2.737157894736841790e+00 2.510056441498735565e-08 1.238261882374878223e-06
8.000000000000003393e-11 6.951927961775591174e-09 2.947631578947368158e+00 1.887912845304522432e-08 2.102664989259739426e-06
8.000000000000003393e-11 6.951927961775591174e-09 3.158105263157894527e+00 2.795271884539620002e-08 1.890723624510573987e-06
